"ca01","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns14","cns15","cns16","cns17","cns18","cns19","cns20"
49,2,0,0,3,276,0,0,0,0,0,0,0,0,0,0,0,0,17,0
51,0,0,0,65,18,36,82,0,0,0,0,0,0,0,1,0,2,1,0
39,0,0,0,134,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,178,0,0,52,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,15,0,0,5,6,0,0,0,0,0,2,0,0,0,105,0
37,0,0,0,27,0,6,0,0,1,2,0,0,0,0,16,2,37,2,0
51,0,0,0,4,0,1,2,0,0,12,2,1,0,0,0,0,139,3,0
121,0,0,0,0,0,4,44,0,0,11,2,47,0,7,30,9,118,0,0
43,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,49,0,0
53,0,0,0,0,0,0,7,0,0,2,0,2,0,0,0,0,115,2,0
37,0,0,0,3,0,1,33,0,0,0,0,3,0,0,0,0,35,11,0
49,0,0,0,84,0,0,67,0,0,8,0,0,0,0,0,0,6,2,0
237,0,0,0,48,0,2,251,0,0,32,0,24,3,80,37,1,191,20,0
32,0,0,0,0,0,0,16,0,0,9,8,12,0,0,0,0,30,9,0
320,0,0,0,0,1501,0,152,0,0,8,15,1,0,0,6,0,174,7,0
139,0,0,0,0,0,0,148,0,0,15,2,10,0,0,29,0,54,78,0
52,0,0,0,159,0,0,0,0,0,0,20,25,0,0,10,0,0,0,0
46,0,0,0,34,3,0,0,4,3,0,0,4,0,1,5,0,22,36,0
129,0,0,0,29,20,68,17,0,0,5,7,10,0,35,11,69,12,0,0
53,0,0,0,0,0,1,7,0,8,1,8,46,0,0,15,0,34,19,0
71,0,0,0,1,0,0,34,0,0,0,0,0,0,0,11,0,85,11,0
604,0,0,0,16,576,70,48,188,364,796,0,1059,0,0,4,10,85,21,0
77,0,0,0,0,390,5,0,0,0,0,0,107,0,0,0,0,0,0,0
143,0,0,0,0,0,0,402,0,0,15,0,0,0,0,0,0,14,0,0
58,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,151,0,0,0,74,0,0,0,0,0,0,0
275,0,0,0,141,39,257,2,0,311,324,0,238,0,67,80,0,3,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0
57,0,0,0,0,359,3,16,26,0,0,0,1,0,0,0,0,0,0,0
72,0,0,0,0,7,63,19,0,3,38,13,27,0,5,16,0,91,0,0
82,0,0,0,0,0,0,0,0,558,0,0,13,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,33,0,0
41,0,0,0,0,96,0,28,0,0,1,0,0,0,0,0,0,0,0,0
127,0,0,0,44,193,33,201,0,0,0,0,3,0,0,0,0,0,0,0
104,0,0,0,0,0,0,293,0,0,0,0,57,0,0,10,0,0,0,0
43,0,0,0,15,0,44,9,4,1,20,7,1,0,3,8,0,37,2,276
81,0,0,0,31,804,10,0,0,0,0,0,0,0,0,0,0,1,0,0
115,0,0,0,0,0,0,258,0,0,6,0,0,0,0,34,0,41,0,0
35,0,0,0,51,0,0,23,0,1,2,25,17,0,0,3,0,0,12,0
37,0,0,0,55,0,42,29,0,0,0,20,3,0,0,0,0,35,0,0
44,0,0,0,8,0,0,4,0,0,0,50,0,0,2,20,0,42,1,0
114,0,0,0,2,0,1,121,0,0,15,0,1,0,0,32,6,79,17,0
59,0,0,36,0,0,0,193,0,0,0,0,0,0,0,10,0,0,0,0
60,0,0,0,88,0,0,0,0,0,3,0,0,0,0,11,84,0,13,0
122,0,0,0,209,179,0,11,0,0,0,0,24,0,1,29,108,22,33,0
40,0,0,0,0,228,0,3,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,7,0,0,8,10,0,0,0,0,0,63,0,0,45,5,0
40,0,0,0,2,0,0,76,7,0,9,0,4,0,0,18,0,19,0,0
34,0,0,0,64,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,8,0,0,3,0,0,1,0,3,0,0,3,0,53,0,0
125,0,0,0,174,148,45,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,62,0,0
36,0,0,0,133,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
66,123,0,0,124,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,19,0,1,9,0,0,0,0,2,0,0,37,0,20,1,0
102,0,0,0,0,0,0,147,0,0,0,0,0,0,0,5,0,47,14,0
85,0,0,0,5,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0
39,0,0,0,0,0,0,0,0,0,4,0,0,0,8,44,0,30,0,0
91,0,0,0,22,56,0,23,0,40,1,0,0,0,0,19,0,35,8,0
54,0,0,0,0,0,0,12,0,0,1,1,0,0,12,3,0,66,0,0
150,0,0,0,0,0,0,313,0,0,9,0,0,0,0,0,61,24,14,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0
39,0,0,0,0,0,0,141,0,0,0,0,0,0,0,1,0,0,0,0
56,0,0,0,0,0,0,12,0,0,22,0,14,0,0,25,0,79,0,0
63,0,0,0,0,0,1,117,0,0,0,0,4,0,0,0,0,0,17,0
198,0,0,0,7,0,0,217,0,0,18,10,6,0,9,43,39,136,3,0
61,0,0,0,0,61,9,0,0,0,0,0,0,0,0,87,0,0,0,0
81,0,0,0,132,132,27,23,6,0,0,16,0,0,0,0,0,0,8,0
154,0,0,0,0,515,27,0,0,0,0,0,0,0,20,0,2,0,7,0
40,0,0,0,0,100,101,2,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,199,93,7,16,0,0,2,0,5,0,0,4,0,13,10,0
133,0,0,0,150,287,10,37,0,0,0,12,0,0,9,6,0,0,13,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
62,0,0,0,0,0,11,46,0,0,5,0,0,5,0,5,0,34,7,0
42,0,0,0,0,0,0,0,0,5,0,2,0,0,9,122,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,6,0,0
53,0,0,0,41,0,15,43,0,0,0,0,3,0,0,0,0,10,16,0
111,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022
31,0,0,0,2,9,21,0,0,0,0,0,4,0,0,36,0,0,22,0
39,0,0,0,38,17,0,45,0,0,0,6,0,0,24,8,0,0,6,133
83,0,0,0,0,0,0,0,0,0,0,0,1,0,1016,0,0,0,1,0
32,0,0,0,59,0,0,6,0,0,0,0,1,0,1,9,0,0,1,0
32,0,0,0,2,0,0,16,0,0,0,0,96,0,0,0,0,4,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
98,0,0,0,6,6,0,117,0,0,16,3,38,0,0,42,0,52,1,0
70,0,0,0,6,0,29,34,0,0,2,13,2,0,0,6,0,62,0,0
160,0,0,0,34,0,0,43,0,0,6,0,15,0,1299,1,3,37,20,68
42,0,0,0,57,29,7,23,0,0,0,4,8,0,0,22,0,0,0,0
64,0,0,0,23,0,0,0,0,0,0,14,0,0,4,0,83,0,0,0
45,0,0,0,0,0,0,37,10,0,0,0,0,0,0,52,0,45,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
57,0,0,0,0,0,0,46,0,0,8,0,0,0,0,0,0,42,25,0
31,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,33,0,0
34,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,44,13,0
39,0,0,0,0,4,0,10,0,12,0,0,27,0,0,8,0,40,0,0
58,0,0,0,45,0,3,159,0,0,0,0,0,0,0,0,0,0,1,0
100,0,0,0,102,102,61,8,2,0,0,24,10,0,0,12,0,6,1,0
354,0,0,0,0,0,0,465,0,0,1,3,11,0,40,13,6,151,34,0
46,0,0,9,0,2,0,1,0,0,11,0,9,0,0,51,0,23,16,24
36,0,0,0,0,0,0,19,0,0,4,2,0,0,0,18,0,32,0,0
41,0,0,0,40,0,0,0,0,0,0,7,4,0,0,34,1,0,24,0
54,0,0,0,167,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,109,0,0,0,0,0,0,0,16,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
325,0,0,0,0,1,0,257,0,0,11,0,0,0,1426,26,0,173,21,0
118,0,0,0,0,0,0,94,0,3,17,0,8,0,0,0,0,101,14,0
45,0,0,0,8,0,2,29,0,0,0,0,0,0,0,47,33,0,1,0
56,17,0,0,194,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,39,0,0,0,1,1,0,0,0,0,0,21,0
37,0,0,0,46,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0
73,0,0,0,9,0,1,147,0,3,0,0,1,0,0,0,0,25,0,0
94,0,0,0,110,0,173,15,0,0,0,0,8,0,0,0,0,59,2,0
182,0,0,0,9,11,1,240,1,0,20,0,4,0,0,43,0,77,51,0
33,0,0,0,64,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,130,0,0,13,3,17,0,0,9,0,47,6,0
107,0,0,0,3,0,0,213,22,0,15,4,24,0,0,12,0,69,14,0
63,0,0,0,16,11,0,131,5,0,3,2,6,0,0,81,8,6,7,0
52,0,0,0,57,44,5,0,0,0,0,0,0,0,0,29,0,0,20,0
31,0,0,0,48,37,10,13,0,0,0,0,0,0,60,13,0,9,4,0
43,0,0,0,11,145,29,5,0,86,2,3,0,0,0,9,0,0,6,0
200,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,5,0,0
76,0,0,0,81,81,206,0,0,0,0,2,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,116,23,8,0,6,0,0,0,0,0,12,0,0,0,0,0
51,0,0,0,0,0,0,112,0,0,0,0,4,0,0,9,0,9,12,0
43,0,0,0,3,0,0,24,0,0,1,1,0,0,0,15,0,50,11,0
115,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,71,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,1,0
37,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
97,0,0,0,0,0,3,9,0,31,6,45,0,0,0,38,0,79,5,0
83,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,3,8,0
136,0,0,0,0,0,0,58,0,0,4,0,1,0,0,72,0,178,19,0
89,0,0,0,0,0,0,124,0,0,8,0,0,0,0,7,0,7,0,0
139,0,0,0,79,62,14,0,43,0,21,0,0,0,0,121,0,106,6,0
91,0,0,0,0,0,0,0,0,0,5,12,19,0,0,49,0,79,0,265
56,0,0,0,49,0,0,0,0,0,0,3,2,0,0,91,0,0,0,0
38,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,19,0,0
55,0,0,0,0,0,0,110,0,0,2,1,6,0,0,0,0,0,3,0
55,0,0,0,0,0,0,36,0,0,19,0,3,0,0,10,81,0,48,0
47,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,69,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0
52,0,0,0,0,3,0,77,0,7,5,9,23,0,0,5,0,3,26,0
267,0,0,0,67,2,7,109,0,0,18,6,2,0,1961,27,18,32,15,0
36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,144
132,0,0,0,0,0,0,172,0,0,24,4,0,0,0,15,0,85,12,0
37,0,0,0,7,0,0,1,0,0,0,16,0,0,0,228,6,0,0,0
151,0,0,0,0,0,0,39,0,0,0,0,2,0,0,0,18,204,6,0
145,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,96,95,0
189,0,0,0,0,0,0,268,0,0,0,0,32,0,0,23,0,110,0,0
53,0,0,0,45,0,0,73,0,0,0,0,0,0,0,116,0,1,7,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
56,0,0,0,0,0,0,7,0,0,6,0,0,0,0,38,0,14,0,59
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
116,0,0,0,0,104,0,33,0,16,14,5,0,0,0,15,3,67,28,0
31,0,0,0,0,0,0,0,0,0,3,0,0,0,11,117,0,0,0,0
91,0,0,0,0,12,0,0,0,0,0,0,2,0,0,316,1,0,7,0
67,0,0,0,0,0,0,101,0,2,0,2,15,0,0,159,17,32,0,0
35,0,0,0,10,0,0,3,0,0,0,3,0,0,3,41,0,21,0,0
51,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,59,2,0
78,0,0,0,0,6,0,12,35,0,0,0,46,0,852,1,0,0,1,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,364
32,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,1,0,0,0,726,365,0,0,0,0
32,0,0,0,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,39,338,0,21,75,0,0,0,0,0,0,0,0,3,0,0
66,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,0,0,0,146,0,2,0,0,0,0,0,0,0,0,36,0,4,7,0
84,0,0,0,66,40,0,32,0,0,0,0,0,0,0,0,0,65,3,0
247,18,0,0,203,530,43,46,40,0,0,0,4,0,7,5,28,23,5,0
35,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,14,0,0,22,198,31,0,256,0,0,0,0,0,0,0,0,0,23,0
109,82,0,0,59,225,10,23,83,0,0,0,0,0,0,0,0,7,25,0
35,0,0,0,128,26,16,7,0,0,0,2,0,0,0,0,0,0,23,0
65,0,0,0,36,0,9,41,0,0,8,3,0,5,0,61,0,40,24,0
49,0,0,0,0,0,0,29,0,0,0,0,0,0,0,43,0,68,8,0
36,0,0,0,13,73,0,0,0,0,0,3,0,0,0,0,0,0,6,0
55,0,0,0,0,0,0,50,0,0,0,3,0,0,295,5,0,17,6,0
33,0,0,0,9,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,168,0,477,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
74,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,132,0,0
91,0,0,0,0,633,21,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
404,0,0,0,1,0,63,699,0,0,1,19,0,0,0,5,0,14,22,0
802,1,0,0,0,8,17,1120,1,0,0,0,0,0,0,13,0,42,0,0
35,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,2356,0,0,40
33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,48,0,0
31,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
107,0,0,0,0,0,0,77,0,0,0,0,4,0,0,17,0,111,0,0
199,0,0,0,0,0,0,268,0,0,10,0,0,0,0,0,0,130,0,0
70,0,0,0,0,0,0,27,0,0,1,0,0,0,0,251,0,0,0,0
311,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2384,0,4,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
43,0,0,0,0,0,0,0,0,0,1,0,0,0,2,49,0,28,0,0
719,0,0,0,0,0,0,1079,0,37,2,0,12,0,0,5,0,234,71,0
36,0,0,0,0,0,0,47,0,29,0,0,0,0,0,0,0,27,0,0
130,0,0,0,0,0,0,20,0,0,24,0,0,0,0,0,10,176,43,0
57,0,0,0,0,0,0,108,0,0,0,0,0,0,0,9,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0
182,0,0,0,1,0,0,244,0,2,17,0,0,0,0,0,9,150,17,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
36,0,0,0,0,0,0,105,0,0,0,0,0,0,0,4,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2150
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0
390,0,0,0,0,0,0,907,0,0,4,0,0,0,0,0,0,113,23,0
92,0,0,0,0,0,0,70,0,19,258,4,5,0,0,33,0,0,5,88
65,0,0,0,0,0,0,235,0,0,0,11,0,0,0,0,0,0,8,0
74,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
136,0,0,0,0,0,0,16,0,0,3,3,0,106,0,0,0,122,13,0
83,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0
41,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0
116,0,0,0,0,0,18,0,0,14,0,0,0,1220,0,11,0,0,0,0
199,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0
36,17,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,2,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,67,0,0
33,0,0,0,1,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,137,0,0,16,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,97,0,0,0,0,4,0,13,0,0
58,0,0,0,0,0,0,12,0,0,0,0,16,0,0,6,0,24,58,0
31,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,53,0,0
366,0,0,0,54,0,421,0,0,27,0,0,1100,0,0,3,25,32,0,0
79,0,0,0,0,0,3,0,0,0,101,8,110,0,47,64,0,2,6,0
34,0,0,0,0,0,11,29,0,0,2,4,41,0,0,6,0,0,2,0
31,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
89,0,0,0,0,0,0,90,0,0,0,0,18,0,0,26,0,0,0,88
138,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,151,178,0,0
135,0,0,0,0,0,0,11,0,0,0,1,9,0,2,56,0,0,259,0
48,0,0,0,0,0,0,0,0,0,36,0,0,0,0,23,0,48,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,27,0,19,0
33,0,0,0,6,0,0,0,0,0,32,0,0,0,0,56,0,0,6,0
268,0,0,0,0,0,0,0,0,0,53,0,0,0,0,93,5,4,22,2082
51,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,33,27,0,49,48,0,50,0,7,0,0,121,4,0
133,0,0,0,0,0,0,38,0,0,22,62,31,0,0,626,0,34,0,0
111,0,0,0,0,0,44,13,0,4,151,9,31,102,6,1,0,230,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0
40,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,51,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
41,0,0,0,11,3,0,0,0,0,0,4,113,0,0,0,0,0,1,0
78,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,18,0
48,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,79,0,7,0
37,0,0,0,0,52,0,0,0,0,0,0,7,0,0,28,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
143,0,0,0,0,0,0,37,0,0,8,33,0,0,0,0,0,320,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
117,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,149,4,0
157,0,0,0,0,13,0,219,0,13,0,0,2,0,0,0,0,0,0,0
174,0,0,0,3,0,0,0,0,0,0,0,0,0,1833,0,0,0,0,0
39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47,5,0
50,0,0,0,0,0,0,5,0,0,15,0,0,0,0,32,0,38,13,0
204,0,0,0,0,0,0,488,0,0,8,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,4,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,1,7,0,54
61,0,0,0,0,0,4,0,0,0,0,0,0,0,0,254,0,41,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0
902,0,0,0,0,0,0,5,0,0,0,0,0,0,4,7009,0,0,0,0
38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,132,0,32,0,0
50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,296,0,1,1,0
56,0,0,0,0,0,0,4,0,0,0,0,0,0,0,345,0,0,0,0
152,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1296,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,54,0
77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,235,0
77,0,0,0,0,0,0,0,0,0,7,0,12,0,1,97,0,34,2,123
91,0,0,0,0,4,0,0,2,268,27,68,79,14,0,7,0,11,10,6
422,0,0,0,3,251,0,588,0,33,10,0,42,0,0,0,20,143,1,70
144,0,0,0,0,0,0,2,7,4,106,100,73,0,0,1,0,110,16,0
306,0,0,0,2,0,0,0,0,0,999,0,0,202,5,0,0,181,3,0
53,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,44,70,0,0
61,0,0,0,30,0,0,0,0,0,194,68,59,0,0,33,0,0,4,0
72,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,0,79,52,0
57,0,0,0,0,1,0,10,30,8,27,0,166,0,0,52,0,14,21,0
230,4,0,0,0,0,13,0,0,9,401,5,381,136,0,1,5,0,0,0
51,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,0,0
57,0,0,0,0,0,0,0,5,0,30,6,0,0,0,0,85,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,28,0
82,0,0,0,3,0,0,0,0,0,367,0,112,6,0,0,0,27,12,0
93,0,0,0,0,0,13,0,0,0,129,1,251,65,0,0,0,22,0,0
64,0,0,0,0,85,5,0,0,0,12,0,0,0,0,0,0,119,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
98,0,0,0,95,0,3,0,0,0,56,1,36,0,0,12,0,39,17,0
52,0,0,0,0,0,1,7,0,0,126,0,7,0,0,0,9,41,0,0
42,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,148,0,0
68,0,0,0,0,0,0,37,0,0,0,1,4,0,0,0,0,101,15,0
70,0,0,0,0,0,0,53,0,0,0,0,42,139,0,0,0,48,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0
770,0,0,0,0,0,0,0,0,0,0,0,37,0,4525,0,0,79,4,0
55,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,84,0,0
31,0,0,0,0,0,0,56,0,0,0,0,2,0,0,1,0,41,0,0
51,0,0,0,0,11,0,5,1,6,0,13,18,0,0,10,3,33,92,0
136,0,0,0,0,0,246,0,0,83,131,4,20,22,0,0,0,63,0,0
159,0,0,0,3,0,0,6,0,0,10,8,36,0,0,6,0,3,0,0
31,0,0,0,6,0,0,2,0,0,1,0,7,0,0,0,0,37,16,0
42,0,0,0,0,0,0,31,0,0,11,57,75,0,0,0,0,9,4,7
47,0,0,0,0,0,0,14,0,0,0,0,0,0,0,79,0,58,2,0
34,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,55,0,0,0
108,0,0,0,0,81,0,2,3,50,3,2,38,0,7,2,0,0,6,0
45,0,0,0,0,31,0,0,0,2,35,0,62,0,0,0,0,0,1,0
112,0,0,0,0,0,334,5,0,0,137,0,199,0,5,23,0,24,32,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
38,0,0,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
74,0,0,1,37,0,12,7,0,6,121,27,59,0,0,0,0,0,0,0
186,0,0,0,0,9,0,0,0,0,81,0,51,0,0,0,0,3,2,0
41,0,0,0,0,0,0,0,0,8,18,129,5,0,0,0,0,45,0,0
66,0,0,0,0,0,30,0,0,0,0,0,0,0,0,193,1,14,0,0
39,0,0,0,0,0,0,0,0,20,0,0,0,0,0,139,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
31,0,0,0,0,21,0,0,0,0,6,9,0,0,0,0,0,49,0,0
41,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,55,0,35,0,0
51,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,89,0,0
48,0,0,0,0,0,0,0,0,0,67,0,78,0,0,0,0,13,0,0
38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
31,0,0,0,20,0,3,0,0,0,0,79,0,0,0,0,0,0,4,0
41,0,0,0,0,0,3,98,0,0,0,0,0,0,0,0,0,0,4,0
54,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,48,0,0
39,0,0,0,0,0,0,21,0,0,0,4,0,0,0,24,0,18,36,0
72,0,0,0,0,0,0,9,0,0,0,0,0,0,21,0,0,104,0,0
128,0,0,0,0,0,0,252,0,0,13,1,0,0,0,0,0,53,0,0
58,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,35,67,11,0
31,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
166,0,1,0,0,0,0,10,0,1,0,0,23,0,0,464,4,0,12,0
142,0,0,0,0,0,0,112,0,0,30,0,15,0,1,0,26,112,13,0
91,0,0,0,0,9,0,129,0,0,0,0,7,0,0,0,0,39,11,0
78,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,107,1,0
